Subject,Body,Priority
Alert: Pressing,This is a service level breach matter. Please act now. Failure to address this may result in a critical failure.,High
Alert: Last Minute,This is a operational freeze matter. Please resolve immediately. Failure to address this may result in escalation.,High
Critical: Operational Freeze,This is a do not delay matter. Please resolve immediately. Failure to address this may result in a critical failure.,High
Attention: Crisis,This is a high-stakes matter. Please handle urgently. Failure to address this may result in escalation.,High
Important: Top Priority,This is a critical matter. Please resolve immediately. Failure to address this may result in escalation.,High
Attention: Severe,This is a immediate matter. Please resolve immediately. Failure to address this may result in a critical failure.,High
Alert: Life-or-Death,This is a customer escalation matter. Please act now. Failure to address this may result in escalation.,High
Alert: Critical Path,This is a high risk matter. Please act now. Failure to address this may result in escalation.,High
Attention: Immediate Follow-Up,This is a operational freeze matter. Please act now. Failure to address this may result in escalation.,High
Alert: Severe,This is a requires action matter. Please act now. Failure to address this may result in a critical failure.,High
Alert: Escalated,This is a high-stakes matter. Please resolve immediately. Failure to address this may result in a critical failure.,High
Important: Time-Sensitive,This is a requires action matter. Please resolve immediately. Failure to address this may result in severe consequences.,High
Alert: Critical Condition,This is a emergency matter. Please act now. Failure to address this may result in a critical failure.,High
Important: KPI at Risk,This is a must address matter. Please do not delay. Failure to address this may result in escalation.,High
Critical: Critical Path,This is a critical path matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Important: Escalation Level,This is a extreme matter. Please act now. Failure to address this may result in escalation.,High
Attention: Imminent Threat,This is a severe matter. Please do not delay. Failure to address this may result in a critical failure.,High
Alert: Requires Action,This is a at risk matter. Please handle urgently. Failure to address this may result in severe consequences.,High
