processed_text,subject,body,urgency
Critical Bug in Production Environment. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Bug in Production Environment,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Data Breach Confirmed! Urgent Investigation Needed. Unauthorized access detected; escalate to the security team immediately.,Data Breach Confirmed! Urgent Investigation Needed,Unauthorized access detected; escalate to the security team immediately.,urgent
Confirmation of Office Directory Update. Review the updated work-from-home guidelines attached herewith.,Confirmation of Office Directory Update,Review the updated work-from-home guidelines attached herewith.,not_urgent
Monthly Performance Review Meeting. Consider adding more details to the FAQ section for better clarity.,Monthly Performance Review Meeting,Consider adding more details to the FAQ section for better clarity.,not_urgent
Policy Update: Work from Home Guidelines. This is a reminder about the scheduled maintenance this weekend.,Policy Update: Work from Home Guidelines,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Request for Profile Update. The office directory update is pending; kindly confirm the changes.,Request for Profile Update,The office directory update is pending; kindly confirm the changes.,not_urgent
Query Regarding Leave Balances. We would like your input on the new website design.,Query Regarding Leave Balances,We would like your input on the new website design.,not_urgent
Routine Check: System Logs. Consider adding more details to the FAQ section for better clarity.,Routine Check: System Logs,Consider adding more details to the FAQ section for better clarity.,not_urgent
Emergency: Hardware Malfunction. All transactions are failing due to a payment gateway issue.,Emergency: Hardware Malfunction,All transactions are failing due to a payment gateway issue.,urgent
Data Breach Confirmed! Urgent Investigation Needed. The scheduled meeting with stakeholders has been delayed; inform all parties.,Data Breach Confirmed! Urgent Investigation Needed,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Feedback Needed on Website Design. Please update the user profile picture at your earliest convenience.,Feedback Needed on Website Design,Please update the user profile picture at your earliest convenience.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. All transactions are failing due to a payment gateway issue.,Data Breach Confirmed! Urgent Investigation Needed,All transactions are failing due to a payment gateway issue.,urgent
Critical Alert: Unauthorized Access Detected. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Alert: Unauthorized Access Detected,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Query Regarding Leave Balances. Please update the user profile picture at your earliest convenience.,Query Regarding Leave Balances,Please update the user profile picture at your earliest convenience.,not_urgent
Network Crash Impacting All Users. Sensitive data has been exposed; we need to secure the system urgently.,Network Crash Impacting All Users,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Critical Alert: Unauthorized Access Detected. A critical bug has been detected that is halting operations.,Critical Alert: Unauthorized Access Detected,A critical bug has been detected that is halting operations.,urgent
Request for Profile Update. This is not critical and can be resolved later.,Request for Profile Update,This is not critical and can be resolved later.,not_urgent
Follow-Up: Employee Satisfaction Survey. Performance reviews for all employees will be conducted next week.,Follow-Up: Employee Satisfaction Survey,Performance reviews for all employees will be conducted next week.,not_urgent
Query Regarding Leave Balances. Please provide feedback on the recent satisfaction survey results.,Query Regarding Leave Balances,Please provide feedback on the recent satisfaction survey results.,not_urgent
Production Server Failure: Resolve ASAP. Production servers are overheating; shutdown required to prevent damage.,Production Server Failure: Resolve ASAP,Production servers are overheating; shutdown required to prevent damage.,urgent
Emergency: Hardware Malfunction. Production servers are overheating; shutdown required to prevent damage.,Emergency: Hardware Malfunction,Production servers are overheating; shutdown required to prevent damage.,urgent
Feedback Needed on Website Design. The office directory update is pending; kindly confirm the changes.,Feedback Needed on Website Design,The office directory update is pending; kindly confirm the changes.,not_urgent
Request for Profile Update. This is not critical and can be resolved later.,Request for Profile Update,This is not critical and can be resolved later.,not_urgent
Network Crash Impacting All Users. The scheduled meeting with stakeholders has been delayed; inform all parties.,Network Crash Impacting All Users,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Critical Bug in Production Environment. Unauthorized access detected; escalate to the security team immediately.,Critical Bug in Production Environment,Unauthorized access detected; escalate to the security team immediately.,urgent
