label,processed_text,priority,urgency
2,High Volume of Data Errors in Warehouse Receiving Reports,high,urgent
1,Survey Analysis Page Loads Slowly on Web,medium,not_urgent
0,Scalability tests on data pipeline not reflecting real-world usage,low,not_urgent
2,Severe Accuracy Issues in Real-Time Inventory Tracking,high,urgent
1,Periodic System Hangs When Accessing Warehouse Management Features,medium,not_urgent
0,User management console slow to reflect permissions changes,low,not_urgent
2,Critical Flaw in Database Schema Causing Data Integrity Issues,high,urgent
1,Assessment Templates Do Not Retain Formatting Upon Saving,medium,not_urgent
0,Graph database visualization not updating in real time,low,not_urgent
2,System Outage Causing Major Delays in Warehouse Operations,high,urgent
1,Survey Participant List Import Failing for Unknown Reasons,medium,not_urgent
0,Legacy data loader deprecating without migration support,low,not_urgent
2,Critical Vulnerability in Authentication Mechanism for Warehouse System,high,urgent
1,Audit Corrective Action Plan Template Lacks Customizability,medium,not_urgent
0,Predictive modeling tool inaccurately forecasting rare events,low,not_urgent
2,Major Compliance Failure in Audit Module Risking Penalties,high,urgent
1,Warehouse Management Mobile App Frequently Disconnects from Server,medium,not_urgent
0,Node synchronization lags slightly behind on minor network forks,low,not_urgent
2,Survey Module Incorrectly Storing Sensitive Data in Plain Text,high,urgent
1,Dynamic Forms in Surveys Not Displaying Correctly Across Browsers,medium,not_urgent
0,Wallet interface loads slowly when displaying transaction history,low,not_urgent
2,Severe Resource Allocation Issue Leading to Operational Shutdown,high,urgent
1,Inaccurate Reporting of Operational KPIs in Dashboard,medium,not_urgent
0,Blockchain explorer not updating block height in real time,low,not_urgent
2,High Priority Data Sync Failure Between Warehouses,high,urgent
1,Lag in Data Capture During High-Volume Warehouse Operations,medium,not_urgent
0,Smart contract event logs omitting non-critical entries,low,not_urgent
2,Assessment Module Crashing During High-Stakes Testing,high,urgent
1,Ineffective Sorting Mechanism Slows Down Audit Record Retrieval,medium,not_urgent
0,Documentation discrepancy on smart contract deployment process,low,not_urgent
2,Complete Inaccessibility of Critical Performance Reports,high,urgent
1,Warehouse Bin Management Displays Incorrect Bin Capacity,medium,not_urgent
0,Minor delay in smart contract state updates on UI,low,not_urgent
2,Significant Financial Discrepancies Due to Faulty Reporting Logic,high,urgent
1,Assessment Review Process Lacking Streamlined Communication Features,medium,not_urgent
0,API rate limits not enforced consistently across endpoints,low,not_urgent
2,Data Leak in Warehouse Management Exposing Vendor Information,high,urgent
1,Complex Surveys Not Saving Intermediate States Correctly,medium,not_urgent
0,Redundant logging of known nodes in peer discovery process,low,not_urgent
2,High Risk Vulnerability Found in Survey Module Permitting SQL Injection,high,urgent
1,System-Wide Search Returns Irrelevant Results in Audit Documentation,medium,not_urgent
0,Blockchain node occasionally failing to auto-restart after crash,low,not_urgent
2,Critical Payment Gateway Malfunction in E-commerce Integration,high,urgent
1,PDF Reports from Surveys Are Not Generating Properly,medium,not_urgent
0,Wallet backup process slow on high transaction volumes,low,not_urgent
2,Major Outage of Central Authentication Service Affecting All Modules,high,urgent
1,Irregular Backup Schedule Leading to Potential Data Loss,medium,not_urgent
0,Node dashboard inaccurately reporting peer count,low,not_urgent
2,Severe Data Loss When Upgrading Warehouse Management Software,high,urgent
1,Incomplete Implementation of Access Logs for Auditing Purposes,medium,not_urgent
0,Blockchain API returning slightly outdated confirmation times,low,not_urgent
2,Assessment Platform Fails to Comply with Accessibility Regulations,high,urgent
1,Bulk Upload Feature in Inventory Management Produces Duplicates,medium,not_urgent
0,Smart contract compiler warnings not clearly explained,low,not_urgent
2,Critical Bugs in Mobile App Preventing Offline Warehouse Operations,high,urgent
1,Session Timeouts Too Frequent in Warehouse Operations Module,medium,not_urgent
0,Cryptocurrency ticker symbol occasionally missing from notifications,low,not_urgent
2,High Severity Bug in Reporting Engine Exposing Confidential Reports,high,urgent
1,User-Specified Settings Not Persisting Across Logins in Survey Tool,medium,not_urgent
0,Minor inconsistencies in API response formats for different calls,low,not_urgent
2,Major Security Flaw Allowing External Access to Audit Histories,high,urgent
1,Periodic Update Delays in Tax Filing Dashboard,medium,not_urgent
0,DApp browser extension slow to inject web3 on some sites,low,not_urgent
2,Survey Response Handling Error Causing Loss of Data,high,urgent
1,Inconsistent Notification Delivery for Payroll Changes,medium,not_urgent
0,Blockchain analytics tool misaligning data points on zoom,low,not_urgent
2,System-Wide Cross Site Scripting Vulnerability Discovered,high,urgent
1,Slight Delays in Retrieval of Archived Exam Results,medium,not_urgent
0,Transaction pool not prioritizing transactions uniformly,low,not_urgent
2,Severe Performance Bottleneck in High Traffic Audit Processing,high,urgent
1,Occasional Slowdowns in Certificate Upload Processing,medium,not_urgent
0,Smart contract debugger not showing variable states under certain conditions,low,not_urgent
2,Critical Issues with Data Migration in Warehouse System Upgrade,high,urgent
1,Minor Errors in Help Desk Ticket Categorization,medium,not_urgent
0,Block mining reward calculations off by minute fraction occasionally,low,not_urgent
2,High Priority Bug in Email System Exposing Confidential Audit Communications,high,urgent
1,Intermittent API Response Delays for Non-Critical Services,medium,not_urgent
0,Node peering status page occasionally unresponsive,low,not_urgent
2,Major Security Incident with Unauthorized Changes in Warehouse Settings,high,urgent
1,Partial Display Errors in Tax Filing Review Sections,medium,not_urgent
0,Blockchain wallet not displaying fiat conversion for small tokens,low,not_urgent
2,Critical Error in Survey Distribution Logic Affecting Thousands of Users,high,urgent
1,Delayed Alerts for Completed Software Updates,medium,not_urgent
0,Notification service sending duplicate alerts for confirmed transactions,low,not_urgent
2,Severe Impairment of Data Backup Processes in Warehouse System,high,urgent
1,Minor Display Issues on Payroll Mobile Interface,medium,not_urgent
0,DApp occasionally not refreshing after blockchain state change,low,not_urgent
2,High Severity Error in Load Balancing Affecting Warehouse Operations,high,urgent
1,Occasional Access Issues with Practice Exams,medium,not_urgent
0,Gas price estimator occasionally underestimating network congestion,low,not_urgent
2,Data Integrity Failure in Warehouse Management Causing Stock Issues,high,urgent
1,Sporadic Errors in Automated Certificate Issue System,medium,not_urgent
0,Minor rounding errors in token swap functionalities,low,not_urgent
2,High Impact Bug in User Session Management Leading to Data Leaks,high,urgent
1,Minor Glitches in Third-Party API Integration for Data Retrieval,medium,not_urgent
0,Consensus algorithm simulation not accurately reflecting network latency,low,not_urgent
2,Critical Fault in Warehouse Robotics Interface Causing Operational Hazards,high,urgent
1,Temporary Performance Drops During High Traffic on Help Desk Portal,medium,not_urgent
0,Cross-chain bridge taking longer than expected to relay tokens,low,not_urgent
2,Severe Limitations in Report Generation Speed During Peak Hours,high,urgent
1,Infrequent User Session Timeouts During Tax Submissions,medium,not_urgent
0,Smart contract template library loading slowly,low,not_urgent
2,High Priority Compliance Issue Detected in Audit Record Retention,high,urgent
1,Rare Calculation Errors in Payroll for Edge Cases,medium,not_urgent
0,Transaction receipt status ambiguous under specific conditions,low,not_urgent
2,Major Fault in System Monitoring Tools Affecting Real-time Decision Making,high,urgent
1,Delayed Exam Start Times Due to System Overload,medium,not_urgent
0,Blockchain simulation tool not accounting for all node types,low,not_urgent
2,Critical Deficiencies in Warehouse Safety Incident Reporting,high,urgent
1,Minor Inconsistencies in Certificate Data Formatting,medium,not_urgent
0,Token generation event showing incorrect timestamps,low,not_urgent
2,Significant User Interface Flaw in Mobile Assessment Application,high,urgent
1,Occasional Lag in Help Desk Response After API Calls,medium,not_urgent
0,API keys page slow to load in developer portal,low,not_urgent
2,High Risk of System Failure Due to Inadequate Disaster Recovery Planning,high,urgent
1,Intermittent Issues with Tax Document Uploads,medium,not_urgent
0,Mining pool statistics occasionally not updating,low,not_urgent
2,Major Functional Failure in Real-time Warehouse Tracking System,high,urgent
1,Slight Formatting Issues in Payroll Reports Export,medium,not_urgent
0,Decentralized exchange history tab not loading older transactions,low,not_urgent
2,High Priority API Endpoint Failure in Survey Application,high,urgent
1,Unresponsive Exam Tools During Peak Usage Hours,medium,not_urgent
0,Blockchain scanner misclassifying orphaned blocks as valid,low,not_urgent
2,Critical Storage Allocation Error in Cloud-based Warehouse Management,high,urgent
1,Rare API Misfires During High Load,medium,not_urgent
0,Webhook for new block detection occasionally missing blocks,low,not_urgent
2,Major Discrepancies in Multi-location Inventory Records,high,urgent
1,Inconsistent File Handling in Certificate Uploads,medium,not_urgent
0,Smart contract migration script verbose logging unnecessary data,low,not_urgent
2,Critical Security Issue in Third-Party Integration API for Auditing,high,urgent
1,Periodic Delays in Response from Tax Filing Support,medium,not_urgent
0,Delayed node alerts for approaching storage capacity,low,not_urgent
2,High Severity System Crash in Financial Reporting During Audit Period,high,urgent
1,Minor Payroll Calculation Discrepancies Post Update,medium,not_urgent
0,RPC calls to blockchain occasionally timing out under low load,low,not_urgent
2,Major Error in User Access Controls for Sensitive Warehouse Areas,high,urgent
1,Slow Load Times for Comprehensive Exam Reviews,medium,not_urgent
0,Decentralized voting system not updating votes in real-time,low,not_urgent
